pair_id,phenomenon,model,condition,gold_label,predicted_label,correct,score_yes,score_no,margin_yes_minus_no,s,s_eval,edit_type,split
neg_000010,negation,gpt2,identity_control,yes,no,False,-7.167748928070068,-6.621392726898193,-0.546356201171875,A monkey is not a toy.,A monkey is not a toy.,remove_not,train
neg_000011,negation,gpt2,counterfactual,no,no,True,-7.517330169677734,-7.026912689208984,-0.49041748046875,A rabbit is an animal.,A rabbit is not a plant.,insert_not,train
neg_000011,negation,gpt2,identity_control,yes,no,False,-6.656574726104736,-6.618168354034424,-0.0384063720703125,A rabbit is an animal.,A rabbit is an animal.,insert_not,train
neg_000012,negation,gpt2,counterfactual,no,no,True,-7.409061431884766,-7.006412506103516,-0.40264892578125,A rabbit is not a plant.,A rabbit is an animal.,remove_not,train
neg_000012,negation,gpt2,identity_control,yes,no,False,-7.2119340896606445,-6.856320381164551,-0.35561370849609375,A rabbit is not a plant.,A rabbit is not a plant.,remove_not,train
neg_000013,negation,gpt2,counterfactual,no,no,True,-7.506980895996094,-7.028266906738281,-0.4787139892578125,A human is a mammal.,A human is not a device.,insert_not,train
neg_000013,negation,gpt2,identity_control,yes,no,False,-6.866523742675781,-6.743507385253906,-0.123016357421875,A human is a mammal.,A human is a mammal.,insert_not,train
neg_000014,negation,gpt2,counterfactual,no,no,True,-7.270890235900879,-7.009034156799316,-0.2618560791015625,A human is not a device.,A human is a mammal.,remove_not,train
neg_000014,negation,gpt2,identity_control,yes,no,False,-6.868688583374023,-6.764806747436523,-0.1038818359375,A human is not a device.,A human is not a device.,remove_not,train
neg_000015,negation,gpt2,counterfactual,no,no,True,-7.948856830596924,-7.457142353057861,-0.4917144775390625,A laptop is a device.,A laptop is not a toy.,insert_not,train
neg_000015,negation,gpt2,identity_control,yes,no,False,-7.0284929275512695,-6.9640092849731445,-0.064483642578125,A laptop is a device.,A laptop is a device.,insert_not,train
neg_000016,negation,gpt2,counterfactual,no,no,True,-7.784224510192871,-7.462813377380371,-0.3214111328125,A laptop is not a toy.,A laptop is a device.,remove_not,train
neg_000016,negation,gpt2,identity_control,yes,no,False,-7.56192684173584,-7.21787166595459,-0.34405517578125,A laptop is not a toy.,A laptop is not a toy.,remove_not,train
neg_000017,negation,gpt2,counterfactual,no,no,True,-7.167054653167725,-6.839417934417725,-0.32763671875,An earphone is a device.,An earphone is not a toy.,insert_not,train
neg_000017,negation,gpt2,identity_control,yes,yes,True,-6.156152248382568,-6.3336501121521,0.17749786376953125,An earphone is a device.,An earphone is a device.,insert_not,train
neg_000018,negation,gpt2,counterfactual,no,no,True,-6.868765830993652,-6.730719566345215,-0.1380462646484375,An earphone is not a toy.,An earphone is a device.,remove_not,train
neg_000018,negation,gpt2,identity_control,yes,no,False,-6.860805511474609,-6.611934661865234,-0.248870849609375,An earphone is not a toy.,An earphone is not a toy.,remove_not,train
neg_000019,negation,gpt2,counterfactual,no,no,True,-8.490141868591309,-7.186797142028809,-1.3033447265625,A book is a creation.,A book is not a utensil.,insert_not,train
neg_000019,negation,gpt2,identity_control,yes,no,False,-7.8787431716918945,-6.9964494705200195,-0.882293701171875,A book is a creation.,A book is a creation.,insert_not,train
neg_000020,negation,gpt2,counterfactual,no,no,True,-8.34985637664795,-7.043627738952637,-1.3062286376953125,A book is not a utensil.,A book is a creation.,remove_not,train
neg_000020,negation,gpt2,identity_control,yes,no,False,-8.170879364013672,-7.016490459442139,-1.1543889045715332,A book is not a utensil.,A book is not a utensil.,remove_not,train
neg_000021,negation,gpt2,counterfactual,no,no,True,-7.686324596405029,-7.169005870819092,-0.5173187255859375,A house is a building.,A house is not a plant.,insert_not,train
neg_000021,negation,gpt2,identity_control,yes,no,False,-6.977972507476807,-6.774710178375244,-0.2032623291015625,A house is a building.,A house is a building.,insert_not,train
neg_000022,negation,gpt2,counterfactual,no,no,True,-7.516354560852051,-7.135678291320801,-0.38067626953125,A house is not a plant.,A house is a building.,remove_not,train
neg_000022,negation,gpt2,identity_control,yes,no,False,-7.473746299743652,-7.063712120056152,-0.4100341796875,A house is not a plant.,A house is not a plant.,remove_not,train
neg_000023,negation,gpt2,counterfactual,no,no,True,-7.198619842529297,-6.942958831787109,-0.2556610107421875,A school is a building.,A school is not a toy.,insert_not,dev
neg_000023,negation,gpt2,identity_control,yes,yes,True,-6.5280609130859375,-6.6057891845703125,0.077728271484375,A school is a building.,A school is a building.,insert_not,dev
neg_000024,negation,gpt2,counterfactual,no,no,True,-6.987558841705322,-6.861612796783447,-0.125946044921875,A school is not a toy.,A school is a building.,remove_not,dev
neg_000024,negation,gpt2,identity_control,yes,no,False,-7.070659637451172,-6.832118988037109,-0.2385406494140625,A school is not a toy.,A school is not a toy.,remove_not,dev
neg_000025,negation,gpt2,counterfactual,no,yes,False,-5.620242118835449,-5.9242658615112305,0.30402374267578125,A phone is a device.,A phone is not a rock.,insert_not,dev
neg_000025,negation,gpt2,identity_control,yes,yes,True,-4.812672138214111,-5.484859943389893,0.6721878051757812,A phone is a device.,A phone is a device.,insert_not,dev
neg_000026,negation,gpt2,counterfactual,no,yes,False,-5.1464056968688965,-5.675878047943115,0.5294723510742188,A phone is not a rock.,A phone is a device.,remove_not,train
neg_000026,negation,gpt2,identity_control,yes,yes,True,-5.3966383934021,-5.764199733734131,0.36756134033203125,A phone is not a rock.,A phone is not a rock.,remove_not,train
neg_000027,negation,gpt2,counterfactual,no,no,True,-7.58856201171875,-6.9725341796875,-0.61602783203125,A fork is a utensil.,A fork is not a knife.,insert_not,test
neg_000027,negation,gpt2,identity_control,yes,no,False,-6.914389610290527,-6.586722373962402,-0.327667236328125,A fork is a utensil.,A fork is a utensil.,insert_not,test
neg_000028,negation,gpt2,counterfactual,no,no,True,-7.652842044830322,-7.150476932525635,-0.5023651123046875,A fork is not a knife.,A fork is a utensil.,remove_not,train
neg_000028,negation,gpt2,identity_control,yes,no,False,-7.322862148284912,-6.934281826019287,-0.388580322265625,A fork is not a knife.,A fork is not a knife.,remove_not,train
neg_000029,negation,gpt2,counterfactual,no,no,True,-7.6525044441223145,-7.3065876960754395,-0.345916748046875,A knife is a tool.,A knife is not a fruit.,insert_not,test
neg_000029,negation,gpt2,identity_control,yes,yes,True,-6.882145881652832,-6.9034624099731445,0.0213165283203125,A knife is a tool.,A knife is a tool.,insert_not,test
neg_000030,negation,gpt2,counterfactual,no,no,True,-7.7713398933410645,-7.409386157989502,-0.3619537353515625,A knife is not a fruit.,A knife is a tool.,remove_not,train
neg_000030,negation,gpt2,identity_control,yes,no,False,-7.618921279907227,-7.198068618774414,-0.4208526611328125,A knife is not a fruit.,A knife is not a fruit.,remove_not,train
neg_000031,negation,gpt2,counterfactual,no,no,True,-8.219886779785156,-7.472083568572998,-0.7478032112121582,A boat is a vehicle.,A boat is not a mammal.,insert_not,train
neg_000031,negation,gpt2,identity_control,yes,no,False,-7.2467546463012695,-7.0942583084106445,-0.152496337890625,A boat is a vehicle.,A boat is a vehicle.,insert_not,train
neg_000032,negation,gpt2,counterfactual,no,no,True,-8.045851707458496,-7.433959007263184,-0.6118927001953125,A boat is not a mammal.,A boat is a vehicle.,remove_not,dev
neg_000032,negation,gpt2,identity_control,yes,no,False,-7.852413177490234,-7.182155609130859,-0.670257568359375,A boat is not a mammal.,A boat is not a mammal.,remove_not,dev
neg_000033,negation,gpt2,counterfactual,no,no,True,-8.066011428833008,-7.621416091918945,-0.4445953369140625,A grape is a fruit.,A grape is not a vegetable.,insert_not,train
neg_000033,negation,gpt2,identity_control,yes,yes,True,-6.983086585998535,-7.01778507232666,0.034698486328125,A grape is a fruit.,A grape is a fruit.,insert_not,train
neg_000034,negation,gpt2,counterfactual,no,no,True,-7.776602268218994,-7.524664402008057,-0.2519378662109375,A grape is not a vegetable.,A grape is a fruit.,remove_not,dev
neg_000034,negation,gpt2,identity_control,yes,no,False,-7.941373825073242,-7.565275192260742,-0.3760986328125,A grape is not a vegetable.,A grape is not a vegetable.,remove_not,dev
neg_000035,negation,gpt2,counterfactual,no,no,True,-7.4691009521484375,-7.0212860107421875,-0.44781494140625,A pigeon is a bird.,A pigeon is not a plant.,insert_not,train
neg_000035,negation,gpt2,identity_control,yes,no,False,-6.712125778198242,-6.702917098999023,-0.00920867919921875,A pigeon is a bird.,A pigeon is a bird.,insert_not,train
neg_000036,negation,gpt2,counterfactual,no,no,True,-7.306771278381348,-6.963677406311035,-0.3430938720703125,A pigeon is not a plant.,A pigeon is a bird.,remove_not,train
neg_000036,negation,gpt2,identity_control,yes,no,False,-7.218409061431885,-6.844362735748291,-0.37404632568359375,A pigeon is not a plant.,A pigeon is not a plant.,remove_not,train
neg_000037,negation,gpt2,counterfactual,no,no,True,-7.893485069274902,-7.46079158782959,-0.4326934814453125,A spoon is a utensil.,A spoon is not a reptile.,insert_not,train
neg_000037,negation,gpt2,identity_control,yes,no,False,-6.87672233581543,-6.873762130737305,-0.002960205078125,A spoon is a utensil.,A spoon is a utensil.,insert_not,train
neg_000038,negation,gpt2,counterfactual,no,no,True,-7.607556343078613,-7.414151191711426,-0.1934051513671875,A spoon is not a reptile.,A spoon is a utensil.,remove_not,test
neg_000038,negation,gpt2,identity_control,yes,no,False,-7.567641258239746,-7.388381004333496,-0.17926025390625,A spoon is not a reptile.,A spoon is not a reptile.,remove_not,test
neg_000039,negation,gpt2,counterfactual,no,no,True,-7.85467529296875,-7.0395355224609375,-0.8151397705078125,A person is a mammal.,A person is not a reptile.,insert_not,train
neg_000039,negation,gpt2,identity_control,yes,no,False,-6.951587677001953,-6.620151519775391,-0.3314361572265625,A person is a mammal.,A person is a mammal.,insert_not,train
neg_000040,negation,gpt2,counterfactual,no,no,True,-7.466747760772705,-6.866024494171143,-0.6007232666015625,A person is not a reptile.,A person is a mammal.,remove_not,train
neg_000040,negation,gpt2,identity_control,yes,no,False,-7.46732759475708,-6.917080402374268,-0.5502471923828125,A person is not a reptile.,A person is not a reptile.,remove_not,train
neg_000041,negation,gpt2,counterfactual,no,no,True,-7.510110855102539,-6.833093643188477,-0.6770172119140625,A fig is a tree.,A fig is not a mineral.,insert_not,train
neg_000041,negation,gpt2,identity_control,yes,no,False,-6.7563018798828125,-6.539276123046875,-0.2170257568359375,A fig is a tree.,A fig is a tree.,insert_not,train
neg_000042,negation,gpt2,counterfactual,no,no,True,-7.364762306213379,-6.875969886779785,-0.48879241943359375,A fig is not a mineral.,A fig is a tree.,remove_not,train
neg_000042,negation,gpt2,identity_control,yes,no,False,-7.306784629821777,-6.80533504486084,-0.5014495849609375,A fig is not a mineral.,A fig is not a mineral.,remove_not,train
neg_000043,negation,gpt2,counterfactual,no,no,True,-7.560351848602295,-7.311557292938232,-0.2487945556640625,A rock is a mineral.,A rock is not a vegetable.,insert_not,dev
neg_000043,negation,gpt2,identity_control,yes,yes,True,-6.7815399169921875,-6.86712646484375,0.0855865478515625,A rock is a mineral.,A rock is a mineral.,insert_not,dev
neg_000044,negation,gpt2,counterfactual,no,no,True,-7.32884407043457,-7.262468338012695,-0.066375732421875,A rock is not a vegetable.,A rock is a mineral.,remove_not,test
neg_000044,negation,gpt2,identity_control,yes,no,False,-7.305727958679199,-7.161654472351074,-0.144073486328125,A rock is not a vegetable.,A rock is not a vegetable.,remove_not,test
neg_000045,negation,gpt2,counterfactual,no,no,True,-8.639836311340332,-7.2418718338012695,-1.3979644775390625,A book is a publication.,A book is not a mammal.,insert_not,train
neg_000045,negation,gpt2,identity_control,yes,no,False,-7.87579870223999,-6.990270137786865,-0.885528564453125,A book is a publication.,A book is a publication.,insert_not,train
neg_000046,negation,gpt2,counterfactual,no,no,True,-8.467812538146973,-7.162453651428223,-1.30535888671875,A book is not a mammal.,A book is a publication.,remove_not,train
neg_000046,negation,gpt2,identity_control,yes,no,False,-8.07535171508789,-7.009647846221924,-1.0657038688659668,A book is not a mammal.,A book is not a mammal.,remove_not,train
neg_000047,negation,gpt2,counterfactual,no,no,True,-7.650881767272949,-6.840701103210449,-0.8101806640625,A bee is an insect.,A bee is not a mammal.,insert_not,dev
neg_000047,negation,gpt2,identity_control,yes,no,False,-6.643868446350098,-6.404427528381348,-0.23944091796875,A bee is an insect.,A bee is an insect.,insert_not,dev
neg_000048,negation,gpt2,counterfactual,no,no,True,-7.412748336791992,-6.72114372253418,-0.6916046142578125,A bee is not a mammal.,A bee is an insect.,remove_not,train
neg_000048,negation,gpt2,identity_control,yes,no,False,-7.258247375488281,-6.620414733886719,-0.6378326416015625,A bee is not a mammal.,A bee is not a mammal.,remove_not,train
neg_000049,negation,gpt2,counterfactual,no,no,True,-7.907426357269287,-7.181214809417725,-0.7262115478515625,A cat is a mammal.,A cat is not a reptile.,insert_not,train
neg_000049,negation,gpt2,identity_control,yes,no,False,-7.062493324279785,-6.745171546936035,-0.31732177734375,A cat is a mammal.,A cat is a mammal.,insert_not,train
neg_000050,negation,gpt2,counterfactual,no,no,True,-7.690757751464844,-7.111351013183594,-0.57940673828125,A cat is not a reptile.,A cat is a mammal.,remove_not,train
neg_000050,negation,gpt2,identity_control,yes,no,False,-7.6554789543151855,-7.140723705291748,-0.5147552490234375,A cat is not a reptile.,A cat is not a reptile.,remove_not,train
neg_000051,negation,gpt2,counterfactual,no,no,True,-8.029703140258789,-7.266580581665039,-0.76312255859375,A snake is a reptile.,A snake is not a mammal.,insert_not,train
neg_000051,negation,gpt2,identity_control,yes,no,False,-7.227542400360107,-6.988711833953857,-0.23883056640625,A snake is a reptile.,A snake is a reptile.,insert_not,train
neg_000052,negation,gpt2,counterfactual,no,no,True,-8.136848449707031,-7.397743225097656,-0.739105224609375,A snake is not a mammal.,A snake is a reptile.,remove_not,dev
neg_000052,negation,gpt2,identity_control,yes,no,False,-7.812043190002441,-7.128083229064941,-0.6839599609375,A snake is not a mammal.,A snake is not a mammal.,remove_not,dev
neg_000053,negation,gpt2,counterfactual,no,no,True,-7.7536420822143555,-7.0773115158081055,-0.67633056640625,A donkey is an animal.,A donkey is not a person.,insert_not,train
neg_000053,negation,gpt2,identity_control,yes,no,False,-6.9721574783325195,-6.7719316482543945,-0.200225830078125,A donkey is an animal.,A donkey is an animal.,insert_not,train
neg_000054,negation,gpt2,counterfactual,no,no,True,-7.839747428894043,-7.1571455001831055,-0.6826019287109375,A donkey is not a person.,A donkey is an animal.,remove_not,test
neg_000054,negation,gpt2,identity_control,yes,no,False,-7.420794486999512,-6.908526420593262,-0.51226806640625,A donkey is not a person.,A donkey is not a person.,remove_not,test
neg_000055,negation,gpt2,counterfactual,no,no,True,-7.763779163360596,-7.240814685821533,-0.5229644775390625,A squirrel is an animal.,A squirrel is not a mineral.,insert_not,train
neg_000055,negation,gpt2,identity_control,yes,no,False,-7.036837100982666,-6.908266544342041,-0.128570556640625,A squirrel is an animal.,A squirrel is an animal.,insert_not,train
neg_000056,negation,gpt2,counterfactual,no,no,True,-7.775200843811035,-7.393914222717285,-0.38128662109375,A squirrel is not a mineral.,A squirrel is an animal.,remove_not,test
neg_000056,negation,gpt2,identity_control,yes,no,False,-7.53452205657959,-7.22946834564209,-0.3050537109375,A squirrel is not a mineral.,A squirrel is not a mineral.,remove_not,test
neg_000057,negation,gpt2,counterfactual,no,no,True,-7.627049446105957,-7.156643867492676,-0.47040557861328125,A cobra is a reptile.,A cobra is not a mineral.,insert_not,train
neg_000057,negation,gpt2,identity_control,yes,no,False,-7.173063278198242,-7.058919906616211,-0.11414337158203125,A cobra is a reptile.,A cobra is a reptile.,insert_not,train
neg_000058,negation,gpt2,counterfactual,no,no,True,-7.830165863037109,-7.377742767333984,-0.452423095703125,A cobra is not a mineral.,A cobra is a reptile.,remove_not,train
neg_000058,negation,gpt2,identity_control,yes,no,False,-7.474508285522461,-7.120359420776367,-0.35414886474609375,A cobra is not a mineral.,A cobra is not a mineral.,remove_not,train
neg_000059,negation,gpt2,counterfactual,no,no,True,-8.004791259765625,-7.620499134063721,-0.3842921257019043,A turtle is a reptile.,A turtle is not a bird.,insert_not,test
neg_000059,negation,gpt2,identity_control,yes,yes,True,-7.416024208068848,-7.430657386779785,0.0146331787109375,A turtle is a reptile.,A turtle is a reptile.,insert_not,test
neg_000060,negation,gpt2,counterfactual,no,no,True,-8.324317932128906,-7.910942554473877,-0.4133753776550293,A turtle is not a bird.,A turtle is a reptile.,remove_not,train
neg_000060,negation,gpt2,identity_control,yes,no,False,-7.956132888793945,-7.596574783325195,-0.35955810546875,A turtle is not a bird.,A turtle is not a bird.,remove_not,train
neg_000061,negation,gpt2,counterfactual,no,no,True,-7.662960052490234,-7.019908905029297,-0.6430511474609375,A bird is an animal.,A bird is not a mineral.,insert_not,train
neg_000061,negation,gpt2,identity_control,yes,no,False,-6.869904518127441,-6.651322364807129,-0.2185821533203125,A bird is an animal.,A bird is an animal.,insert_not,train
neg_000062,negation,gpt2,counterfactual,no,no,True,-7.582924842834473,-7.084565162658691,-0.49835968017578125,A bird is not a mineral.,A bird is an animal.,remove_not,train
neg_000062,negation,gpt2,identity_control,yes,no,False,-7.3303093910217285,-6.935923099517822,-0.39438629150390625,A bird is not a mineral.,A bird is not a mineral.,remove_not,train
neg_000063,negation,gpt2,counterfactual,no,no,True,-7.987666130065918,-7.1236371994018555,-0.8640289306640625,A car is a vehicle.,A car is not a bush.,insert_not,train
neg_000063,negation,gpt2,identity_control,yes,no,False,-7.334232330322266,-6.922641754150391,-0.411590576171875,A car is a vehicle.,A car is a vehicle.,insert_not,train
neg_000064,negation,gpt2,counterfactual,no,no,True,-7.840389251708984,-7.080135345458984,-0.76025390625,A car is not a bush.,A car is a vehicle.,remove_not,train
neg_000064,negation,gpt2,identity_control,yes,no,False,-7.766645431518555,-6.919614791870117,-0.8470306396484375,A car is not a bush.,A car is not a bush.,remove_not,train
neg_000065,negation,gpt2,counterfactual,no,no,True,-7.66746711730957,-7.22612190246582,-0.44134521484375,A rose is a flower.,A rose is not a weed.,insert_not,train
neg_000065,negation,gpt2,identity_control,yes,yes,True,-6.491456031799316,-6.634552955627441,0.143096923828125,A rose is a flower.,A rose is a flower.,insert_not,train
neg_000066,negation,gpt2,counterfactual,no,no,True,-7.183694839477539,-6.966211318969727,-0.2174835205078125,A rose is not a weed.,A rose is a flower.,remove_not,test
neg_000066,negation,gpt2,identity_control,yes,no,False,-7.465010643005371,-7.067107200622559,-0.3979034423828125,A rose is not a weed.,A rose is not a weed.,remove_not,test
neg_000067,negation,gpt2,counterfactual,no,no,True,-7.141940116882324,-6.887774467468262,-0.2541656494140625,A lily is a flower.,A lily is not a tree.,insert_not,train
neg_000067,negation,gpt2,identity_control,yes,yes,True,-6.058306694030762,-6.341677665710449,0.2833709716796875,A lily is a flower.,A lily is a flower.,insert_not,train
neg_000068,negation,gpt2,counterfactual,no,no,True,-6.657742500305176,-6.641873359680176,-0.015869140625,A lily is not a tree.,A lily is a flower.,remove_not,test
neg_000068,negation,gpt2,identity_control,yes,no,False,-7.0673112869262695,-6.777195930480957,-0.2901153564453125,A lily is not a tree.,A lily is not a tree.,remove_not,test
neg_000069,negation,gpt2,counterfactual,no,no,True,-7.230470180511475,-6.823915004730225,-0.40655517578125,A daisy is a flower.,A daisy is not a tree.,insert_not,train
neg_000069,negation,gpt2,identity_control,yes,yes,True,-6.1927995681762695,-6.319554328918457,0.1267547607421875,A daisy is a flower.,A daisy is a flower.,insert_not,train
neg_000070,negation,gpt2,counterfactual,no,no,True,-6.721015930175781,-6.580039978027344,-0.1409759521484375,A daisy is not a tree.,A daisy is a flower.,remove_not,train
neg_000070,negation,gpt2,identity_control,yes,no,False,-7.1055450439453125,-6.717140197753906,-0.38840484619140625,A daisy is not a tree.,A daisy is not a tree.,remove_not,train
neg_000071,negation,gpt2,counterfactual,no,no,True,-7.779221534729004,-7.029374122619629,-0.749847412109375,A tulip is a flower.,A tulip is not a tree.,insert_not,train
neg_000071,negation,gpt2,identity_control,yes,no,False,-6.599715232849121,-6.42258358001709,-0.17713165283203125,A tulip is a flower.,A tulip is a flower.,insert_not,train
neg_000072,negation,gpt2,counterfactual,no,no,True,-7.221952438354492,-6.746122360229492,-0.475830078125,A tulip is not a tree.,A tulip is a flower.,remove_not,train
neg_000072,negation,gpt2,identity_control,yes,no,False,-7.513179779052734,-6.873317718505859,-0.639862060546875,A tulip is not a tree.,A tulip is not a tree.,remove_not,train
neg_000073,negation,gpt2,counterfactual,no,no,True,-7.862727642059326,-7.167232036590576,-0.69549560546875,A snake is an animal.,A snake is not a toy.,insert_not,train
neg_000073,negation,gpt2,identity_control,yes,no,False,-7.076025485992432,-6.780218601226807,-0.295806884765625,A snake is an animal.,A snake is an animal.,insert_not,train
neg_000074,negation,gpt2,counterfactual,no,no,True,-7.791957855224609,-7.216976165771484,-0.574981689453125,A snake is not a toy.,A snake is an animal.,remove_not,train
neg_000074,negation,gpt2,identity_control,yes,no,False,-7.41267728805542,-6.972354412078857,-0.4403228759765625,A snake is not a toy.,A snake is not a toy.,remove_not,train
neg_000075,negation,gpt2,counterfactual,no,no,True,-8.152762413024902,-7.412467002868652,-0.74029541015625,A crocodile is an animal.,A crocodile is not a mammal.,insert_not,train
neg_000075,negation,gpt2,identity_control,yes,no,False,-7.190734386444092,-6.9921793937683105,-0.19855499267578125,A crocodile is an animal.,A crocodile is an animal.,insert_not,train
neg_000076,negation,gpt2,counterfactual,no,no,True,-7.963537216186523,-7.334157943725586,-0.6293792724609375,A crocodile is not a mammal.,A crocodile is an animal.,remove_not,train
neg_000076,negation,gpt2,identity_control,yes,no,False,-7.966007232666016,-7.330615997314453,-0.6353912353515625,A crocodile is not a mammal.,A crocodile is not a mammal.,remove_not,train
neg_000077,negation,gpt2,counterfactual,no,no,True,-7.378199577331543,-6.9851484298706055,-0.3930511474609375,A mice is a rodent.,A mice is not a toy.,insert_not,train
neg_000077,negation,gpt2,identity_control,yes,no,False,-6.778940200805664,-6.776887893676758,-0.00205230712890625,A mice is a rodent.,A mice is a rodent.,insert_not,train
neg_000078,negation,gpt2,counterfactual,no,no,True,-7.195982456207275,-6.950613498687744,-0.24536895751953125,A mice is not a toy.,A mice is a rodent.,remove_not,train
neg_000078,negation,gpt2,identity_control,yes,no,False,-7.029571533203125,-6.768363952636719,-0.26120758056640625,A mice is not a toy.,A mice is not a toy.,remove_not,train
neg_000079,negation,gpt2,counterfactual,no,no,True,-7.923342704772949,-7.186602592468262,-0.7367401123046875,A horse is an animal.,A horse is not a person.,insert_not,test
neg_000079,negation,gpt2,identity_control,yes,no,False,-7.0925092697143555,-6.864771842956543,-0.2277374267578125,A horse is an animal.,A horse is an animal.,insert_not,test
neg_000080,negation,gpt2,counterfactual,no,no,True,-7.914677143096924,-7.222492694854736,-0.6921844482421875,A horse is not a person.,A horse is an animal.,remove_not,test
neg_000080,negation,gpt2,identity_control,yes,no,False,-7.587141036987305,-7.03437614440918,-0.552764892578125,A horse is not a person.,A horse is not a person.,remove_not,test
neg_000081,negation,gpt2,counterfactual,no,no,True,-7.417614936828613,-6.995526313781738,-0.422088623046875,A mouse is an animal.,A mouse is not a toy.,insert_not,dev
neg_000081,negation,gpt2,identity_control,yes,yes,True,-6.543032646179199,-6.557436943054199,0.014404296875,A mouse is an animal.,A mouse is an animal.,insert_not,dev
neg_000082,negation,gpt2,counterfactual,no,no,True,-7.352953910827637,-7.046526908874512,-0.306427001953125,A mouse is not a toy.,A mouse is an animal.,remove_not,train
neg_000082,negation,gpt2,identity_control,yes,no,False,-7.016526222229004,-6.809769630432129,-0.206756591796875,A mouse is not a toy.,A mouse is not a toy.,remove_not,train
neg_000083,negation,gpt2,counterfactual,no,no,True,-7.453518867492676,-7.132733345031738,-0.3207855224609375,A salmon is a fish.,A salmon is not a fruit.,insert_not,train
neg_000083,negation,gpt2,identity_control,yes,yes,True,-6.807373046875,-6.864860534667969,0.05748748779296875,A salmon is a fish.,A salmon is a fish.,insert_not,train
neg_000084,negation,gpt2,counterfactual,no,no,True,-7.3802571296691895,-7.153648853302002,-0.2266082763671875,A salmon is not a fruit.,A salmon is a fish.,remove_not,train
neg_000084,negation,gpt2,identity_control,yes,no,False,-7.275256633758545,-7.02479887008667,-0.250457763671875,A salmon is not a fruit.,A salmon is not a fruit.,remove_not,train
neg_000085,negation,gpt2,counterfactual,no,no,True,-7.476000785827637,-7.383883476257324,-0.0921173095703125,A carrot is a vegetable.,A carrot is not a mineral.,insert_not,train
neg_000085,negation,gpt2,identity_control,yes,yes,True,-6.752758026123047,-7.050884246826172,0.298126220703125,A carrot is a vegetable.,A carrot is a vegetable.,insert_not,train
neg_000086,negation,gpt2,counterfactual,no,yes,False,-7.223474025726318,-7.333444118499756,0.1099700927734375,A carrot is not a mineral.,A carrot is a vegetable.,remove_not,train
