pair_id,phenomenon,model,condition,gold_label,predicted_label,correct,score_yes,score_no,margin_yes_minus_no,s,s_eval,edit_type,split
neg_000006,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.5,-28.328125,20.828125,A book is not a person.,A book is not a person.,remove_not,test
neg_000007,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.9609375,-13.4765625,3.515625,A dog is an animal.,A dog is not a plant.,insert_not,train
neg_000007,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.828125,-28.921875,21.09375,A dog is an animal.,A dog is an animal.,insert_not,train
neg_000008,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-16.765625,-13.1015625,-3.6640625,A dog is not a plant.,A dog is an animal.,remove_not,test
neg_000008,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.5,-28.078125,20.578125,A dog is not a plant.,A dog is not a plant.,remove_not,test
neg_000009,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-23.140625,-13.8828125,-9.2578125,A monkey is an animal.,A monkey is not a toy.,insert_not,train
neg_000009,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.6875,-28.859375,21.171875,A monkey is an animal.,A monkey is an animal.,insert_not,train
neg_000010,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-22.03125,-12.9609375,-9.0703125,A monkey is not a toy.,A monkey is an animal.,remove_not,train
neg_000010,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-6.9375,-27.703125,20.765625,A monkey is not a toy.,A monkey is not a toy.,remove_not,train
neg_000011,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.71875,-15.109375,5.390625,A rabbit is an animal.,A rabbit is not a plant.,insert_not,train
neg_000011,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.75,-28.921875,21.171875,A rabbit is an animal.,A rabbit is an animal.,insert_not,train
neg_000012,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-13.328125,-12.703125,-0.625,A rabbit is not a plant.,A rabbit is an animal.,remove_not,train
neg_000012,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.234375,-27.71875,20.484375,A rabbit is not a plant.,A rabbit is not a plant.,remove_not,train
neg_000013,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-24.78125,-13.9609375,-10.8203125,A human is a mammal.,A human is not a device.,insert_not,train
neg_000013,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.859375,-28.546875,20.6875,A human is a mammal.,A human is a mammal.,insert_not,train
neg_000014,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-23.5625,-13.21875,-10.34375,A human is not a device.,A human is a mammal.,remove_not,train
neg_000014,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.140625,-27.765625,20.625,A human is not a device.,A human is not a device.,remove_not,train
neg_000015,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-19.828125,-13.75,-6.078125,A laptop is a device.,A laptop is not a toy.,insert_not,train
neg_000015,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.828125,-28.8125,20.984375,A laptop is a device.,A laptop is a device.,insert_not,train
neg_000016,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-19.78125,-13.2578125,-6.5234375,A laptop is not a toy.,A laptop is a device.,remove_not,train
neg_000016,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-6.984375,-27.515625,20.53125,A laptop is not a toy.,A laptop is not a toy.,remove_not,train
neg_000017,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-21.921875,-13.984375,-7.9375,An earphone is a device.,An earphone is not a toy.,insert_not,train
neg_000017,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.96875,-28.6875,20.71875,An earphone is a device.,An earphone is a device.,insert_not,train
neg_000018,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-12.734375,-12.3828125,-0.3515625,An earphone is not a toy.,An earphone is a device.,remove_not,train
neg_000018,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.140625,-27.671875,20.53125,An earphone is not a toy.,An earphone is not a toy.,remove_not,train
neg_000019,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-25.296875,-14.125,-11.171875,A book is a creation.,A book is not a utensil.,insert_not,train
neg_000019,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.796875,-28.71875,20.921875,A book is a creation.,A book is a creation.,insert_not,train
neg_000020,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-24.484375,-13.9375,-10.546875,A book is not a utensil.,A book is a creation.,remove_not,train
neg_000020,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.578125,-28.484375,20.90625,A book is not a utensil.,A book is not a utensil.,remove_not,train
neg_000021,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-13.3046875,-13.140625,-0.1640625,A house is a building.,A house is not a plant.,insert_not,train
neg_000021,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.828125,-28.765625,20.9375,A house is a building.,A house is a building.,insert_not,train
neg_000022,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-19.515625,-13.359375,-6.15625,A house is not a plant.,A house is a building.,remove_not,train
neg_000022,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.515625,-28.078125,20.5625,A house is not a plant.,A house is not a plant.,remove_not,train
neg_000023,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-25.296875,-14.3125,-10.984375,A school is a building.,A school is not a toy.,insert_not,dev
neg_000023,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-8.046875,-28.828125,20.78125,A school is a building.,A school is a building.,insert_not,dev
neg_000024,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-26.125,-13.3515625,-12.7734375,A school is not a toy.,A school is a building.,remove_not,dev
neg_000024,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.109375,-27.421875,20.3125,A school is not a toy.,A school is not a toy.,remove_not,dev
neg_000025,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-21.8125,-14.1171875,-7.6953125,A phone is a device.,A phone is not a rock.,insert_not,dev
neg_000025,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.84375,-28.9375,21.09375,A phone is a device.,A phone is a device.,insert_not,dev
neg_000026,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-18.28125,-13.09375,-5.1875,A phone is not a rock.,A phone is a device.,remove_not,train
neg_000026,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.46875,-27.90625,20.4375,A phone is not a rock.,A phone is not a rock.,remove_not,train
neg_000027,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-21.3125,-13.6875,-7.625,A fork is a utensil.,A fork is not a knife.,insert_not,test
neg_000027,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.921875,-29.1875,21.265625,A fork is a utensil.,A fork is a utensil.,insert_not,test
neg_000028,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-24.46875,-13.7421875,-10.7265625,A fork is not a knife.,A fork is a utensil.,remove_not,train
neg_000028,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.390625,-27.765625,20.375,A fork is not a knife.,A fork is not a knife.,remove_not,train
neg_000029,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-13.8671875,-13.546875,-0.3203125,A knife is a tool.,A knife is not a fruit.,insert_not,test
neg_000029,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.8125,-28.796875,20.984375,A knife is a tool.,A knife is a tool.,insert_not,test
neg_000030,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-23.46875,-13.703125,-9.765625,A knife is not a fruit.,A knife is a tool.,remove_not,train
neg_000030,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.109375,-27.703125,20.59375,A knife is not a fruit.,A knife is not a fruit.,remove_not,train
neg_000031,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-13.265625,-13.2421875,-0.0234375,A boat is a vehicle.,A boat is not a mammal.,insert_not,train
neg_000031,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.90625,-28.828125,20.921875,A boat is a vehicle.,A boat is a vehicle.,insert_not,train
neg_000032,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-25.078125,-13.9453125,-11.1328125,A boat is not a mammal.,A boat is a vehicle.,remove_not,dev
neg_000032,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.140625,-27.65625,20.515625,A boat is not a mammal.,A boat is not a mammal.,remove_not,dev
neg_000033,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.7890625,-17.8125,8.0234375,A grape is a fruit.,A grape is not a vegetable.,insert_not,train
neg_000033,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.84375,-28.6875,20.84375,A grape is a fruit.,A grape is a fruit.,insert_not,train
neg_000034,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-8.734375,-14.8984375,6.1640625,A grape is not a vegetable.,A grape is a fruit.,remove_not,dev
neg_000034,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.5,-28.078125,20.578125,A grape is not a vegetable.,A grape is not a vegetable.,remove_not,dev
neg_000035,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.75,-19.40625,9.65625,A pigeon is a bird.,A pigeon is not a plant.,insert_not,train
neg_000035,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.671875,-28.84375,21.171875,A pigeon is a bird.,A pigeon is a bird.,insert_not,train
neg_000036,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-18.359375,-13.078125,-5.28125,A pigeon is not a plant.,A pigeon is a bird.,remove_not,train
neg_000036,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.421875,-28.109375,20.6875,A pigeon is not a plant.,A pigeon is not a plant.,remove_not,train
neg_000037,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-10.21875,-13.5390625,3.3203125,A spoon is a utensil.,A spoon is not a reptile.,insert_not,train
neg_000037,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.875,-28.984375,21.109375,A spoon is a utensil.,A spoon is a utensil.,insert_not,train
neg_000038,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-25.078125,-13.5859375,-11.4921875,A spoon is not a reptile.,A spoon is a utensil.,remove_not,test
neg_000038,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.625,-28.640625,21.015625,A spoon is not a reptile.,A spoon is not a reptile.,remove_not,test
neg_000039,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-18.984375,-13.734375,-5.25,A person is a mammal.,A person is not a reptile.,insert_not,train
neg_000039,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.9375,-28.71875,20.78125,A person is a mammal.,A person is a mammal.,insert_not,train
neg_000040,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-12.1015625,-12.4453125,0.34375,A person is not a reptile.,A person is a mammal.,remove_not,train
neg_000040,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.46875,-28.546875,21.078125,A person is not a reptile.,A person is not a reptile.,remove_not,train
neg_000041,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-13.3359375,-12.9921875,-0.34375,A fig is a tree.,A fig is not a mineral.,insert_not,train
neg_000041,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-8.46875,-27.9375,19.46875,A fig is a tree.,A fig is a tree.,insert_not,train
neg_000042,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-24.875,-13.2890625,-11.5859375,A fig is not a mineral.,A fig is a tree.,remove_not,train
neg_000042,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.328125,-27.90625,20.578125,A fig is not a mineral.,A fig is not a mineral.,remove_not,train
neg_000043,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-18.1875,-13.734375,-4.453125,A rock is a mineral.,A rock is not a vegetable.,insert_not,dev
neg_000043,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-8.046875,-28.703125,20.65625,A rock is a mineral.,A rock is a mineral.,insert_not,dev
neg_000044,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-23.78125,-14.0234375,-9.7578125,A rock is not a vegetable.,A rock is a mineral.,remove_not,test
neg_000044,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.625,-28.265625,20.640625,A rock is not a vegetable.,A rock is not a vegetable.,remove_not,test
neg_000045,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-14.3125,-13.28125,-1.03125,A book is a publication.,A book is not a mammal.,insert_not,train
neg_000045,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-8.0,-29.125,21.125,A book is a publication.,A book is a publication.,insert_not,train
neg_000046,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-23.203125,-13.6875,-9.515625,A book is not a mammal.,A book is a publication.,remove_not,train
neg_000046,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.3125,-28.078125,20.765625,A book is not a mammal.,A book is not a mammal.,remove_not,train
neg_000047,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-10.2890625,-13.3359375,3.046875,A bee is an insect.,A bee is not a mammal.,insert_not,dev
neg_000047,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.78125,-28.78125,21.0,A bee is an insect.,A bee is an insect.,insert_not,dev
neg_000048,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.875,-12.046875,2.171875,A bee is not a mammal.,A bee is an insect.,remove_not,train
neg_000048,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.25,-27.59375,20.34375,A bee is not a mammal.,A bee is not a mammal.,remove_not,train
neg_000049,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-12.75,-13.078125,0.328125,A cat is a mammal.,A cat is not a reptile.,insert_not,train
neg_000049,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.734375,-28.46875,20.734375,A cat is a mammal.,A cat is a mammal.,insert_not,train
neg_000050,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-20.546875,-13.1484375,-7.3984375,A cat is not a reptile.,A cat is a mammal.,remove_not,train
neg_000050,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.375,-28.21875,20.84375,A cat is not a reptile.,A cat is not a reptile.,remove_not,train
neg_000051,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.828125,-14.75,4.921875,A snake is a reptile.,A snake is not a mammal.,insert_not,train
neg_000051,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.671875,-28.515625,20.84375,A snake is a reptile.,A snake is a reptile.,insert_not,train
neg_000052,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.6171875,-12.875,3.2578125,A snake is not a mammal.,A snake is a reptile.,remove_not,dev
neg_000052,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.171875,-27.609375,20.4375,A snake is not a mammal.,A snake is not a mammal.,remove_not,dev
neg_000053,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-10.484375,-12.8359375,2.3515625,A donkey is an animal.,A donkey is not a person.,insert_not,train
neg_000053,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.6875,-29.125,21.4375,A donkey is an animal.,A donkey is an animal.,insert_not,train
neg_000054,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-12.765625,-12.390625,-0.375,A donkey is not a person.,A donkey is an animal.,remove_not,test
neg_000054,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.3125,-28.328125,21.015625,A donkey is not a person.,A donkey is not a person.,remove_not,test
neg_000055,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.8046875,-17.234375,7.4296875,A squirrel is an animal.,A squirrel is not a mineral.,insert_not,train
neg_000055,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.890625,-29.078125,21.1875,A squirrel is an animal.,A squirrel is an animal.,insert_not,train
neg_000056,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.625,-12.2109375,2.5859375,A squirrel is not a mineral.,A squirrel is an animal.,remove_not,test
neg_000056,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.453125,-28.25,20.796875,A squirrel is not a mineral.,A squirrel is not a mineral.,remove_not,test
neg_000057,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.71875,-18.640625,8.921875,A cobra is a reptile.,A cobra is not a mineral.,insert_not,train
neg_000057,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.734375,-28.6875,20.953125,A cobra is a reptile.,A cobra is a reptile.,insert_not,train
neg_000058,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-19.953125,-12.9375,-7.015625,A cobra is not a mineral.,A cobra is a reptile.,remove_not,train
neg_000058,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.15625,-27.953125,20.796875,A cobra is not a mineral.,A cobra is not a mineral.,remove_not,train
neg_000059,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-10.28125,-13.3359375,3.0546875,A turtle is a reptile.,A turtle is not a bird.,insert_not,test
neg_000059,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.765625,-28.78125,21.015625,A turtle is a reptile.,A turtle is a reptile.,insert_not,test
neg_000060,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.203125,-13.765625,4.5625,A turtle is not a bird.,A turtle is a reptile.,remove_not,train
neg_000060,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.3125,-27.703125,20.390625,A turtle is not a bird.,A turtle is not a bird.,remove_not,train
neg_000061,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.609375,-14.6328125,5.0234375,A bird is an animal.,A bird is not a mineral.,insert_not,train
neg_000061,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.875,-28.828125,20.953125,A bird is an animal.,A bird is an animal.,insert_not,train
neg_000062,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-18.984375,-13.0625,-5.921875,A bird is not a mineral.,A bird is an animal.,remove_not,train
neg_000062,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.265625,-28.046875,20.78125,A bird is not a mineral.,A bird is not a mineral.,remove_not,train
neg_000063,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-10.2109375,-13.3046875,3.09375,A car is a vehicle.,A car is not a bush.,insert_not,train
neg_000063,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.859375,-28.828125,20.96875,A car is a vehicle.,A car is a vehicle.,insert_not,train
neg_000064,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-21.84375,-13.671875,-8.171875,A car is not a bush.,A car is a vehicle.,remove_not,train
neg_000064,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.515625,-28.09375,20.578125,A car is not a bush.,A car is not a bush.,remove_not,train
neg_000065,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-11.59375,-12.65625,1.0625,A rose is a flower.,A rose is not a weed.,insert_not,train
neg_000065,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.90625,-28.578125,20.671875,A rose is a flower.,A rose is a flower.,insert_not,train
neg_000066,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-22.625,-13.28125,-9.34375,A rose is not a weed.,A rose is a flower.,remove_not,test
neg_000066,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.21875,-27.796875,20.578125,A rose is not a weed.,A rose is not a weed.,remove_not,test
neg_000067,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.6875,-13.71875,4.03125,A lily is a flower.,A lily is not a tree.,insert_not,train
neg_000067,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.84375,-28.65625,20.8125,A lily is a flower.,A lily is a flower.,insert_not,train
neg_000068,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-18.4375,-12.71875,-5.71875,A lily is not a tree.,A lily is a flower.,remove_not,test
neg_000068,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.390625,-27.6875,20.296875,A lily is not a tree.,A lily is not a tree.,remove_not,test
neg_000069,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.6328125,-16.03125,6.3984375,A daisy is a flower.,A daisy is not a tree.,insert_not,train
neg_000069,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.8125,-28.625,20.8125,A daisy is a flower.,A daisy is a flower.,insert_not,train
neg_000070,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-14.9609375,-12.390625,-2.5703125,A daisy is not a tree.,A daisy is a flower.,remove_not,train
neg_000070,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.5625,-27.890625,20.328125,A daisy is not a tree.,A daisy is not a tree.,remove_not,train
neg_000071,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.9140625,-13.609375,3.6953125,A tulip is a flower.,A tulip is not a tree.,insert_not,train
neg_000071,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.96875,-28.90625,20.9375,A tulip is a flower.,A tulip is a flower.,insert_not,train
neg_000072,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-13.4375,-12.3515625,-1.0859375,A tulip is not a tree.,A tulip is a flower.,remove_not,train
neg_000072,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.46875,-27.9375,20.46875,A tulip is not a tree.,A tulip is not a tree.,remove_not,train
neg_000073,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-24.265625,-14.03125,-10.234375,A snake is an animal.,A snake is not a toy.,insert_not,train
neg_000073,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.890625,-28.78125,20.890625,A snake is an animal.,A snake is an animal.,insert_not,train
neg_000074,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-24.265625,-13.375,-10.890625,A snake is not a toy.,A snake is an animal.,remove_not,train
neg_000074,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-6.953125,-27.328125,20.375,A snake is not a toy.,A snake is not a toy.,remove_not,train
neg_000075,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-12.4140625,-12.859375,0.4453125,A crocodile is an animal.,A crocodile is not a mammal.,insert_not,train
neg_000075,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.71875,-28.921875,21.203125,A crocodile is an animal.,A crocodile is an animal.,insert_not,train
neg_000076,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,yes,False,-9.2578125,-15.046875,5.7890625,A crocodile is not a mammal.,A crocodile is an animal.,remove_not,train
neg_000076,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.15625,-27.640625,20.484375,A crocodile is not a mammal.,A crocodile is not a mammal.,remove_not,train
neg_000077,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-23.359375,-13.703125,-9.65625,A mice is a rodent.,A mice is not a toy.,insert_not,train
neg_000077,negation,mistralai/Mistral-7B-Instruct-v0.3,identity_control,yes,yes,True,-7.984375,-28.109375,20.125,A mice is a rodent.,A mice is a rodent.,insert_not,train
neg_000078,negation,mistralai/Mistral-7B-Instruct-v0.3,counterfactual,no,no,True,-23.921875,-13.140625,-10.78125,A mice is not a toy.,A mice is a rodent.,remove_not,train
