pair_id,phenomenon,s,s_cf,edit_type,split,token_len_s,token_len_cf,length_delta,abs_length_delta,lexical_jaccard,levenshtein_distance,source_file,source_pair_index,direction,mean_delta_cos,mean_delta_frob,mean_delta_l2,mean_delta_token_aligned,avg_surprisal_s,avg_surprisal_cf,delta_avg_surprisal,abs_delta_avg_surprisal,delta_key_region_surprisal,frob_percentile_in_phenomenon,surprisal_percentile_in_phenomenon
neg_000012,negation,A rabbit is not a plant.,A rabbit is an animal.,remove_not,train,6,5,-1,1,0.428571,8,NEG-1500-SIMP-GEN.txt,6,reverse,0.0066836050578525565,0.008190544409201217,1581.225916154044,1.0703858875091433e-05,4.373778820037842,4.818629264831543,0.4448504447937011,0.4448504447937011,-7.776063084602356,0.7703333333333333,0.5396666666666666
neg_000013,negation,A human is a mammal.,A human is not a device.,insert_not,train,5,6,1,1,0.5,10,NEG-1500-SIMP-GEN.txt,7,forward,0.005489560535975814,0.00703359960199582,1835.9656628744942,0.0025696622473852537,4.415610313415527,4.317753314971924,-0.0978569984436035,0.0978569984436035,4.860656261444092,0.685,0.13166666666666665
neg_000014,negation,A human is not a device.,A human is a mammal.,remove_not,train,6,5,-1,1,0.5,10,NEG-1500-SIMP-GEN.txt,7,reverse,0.005489560535975814,0.00703359960199582,1835.9656628744942,0.0025696622473852537,4.317753314971924,4.415610313415527,0.0978569984436035,0.0978569984436035,-4.860656261444092,0.685,0.13166666666666665
neg_000015,negation,A laptop is a device.,A laptop is not a toy.,insert_not,train,5,6,1,1,0.5,9,NEG-1500-SIMP-GEN.txt,8,forward,0.005249682494572177,0.0064729769777925805,1528.7548580442156,0.00314031030450544,5.1050310134887695,4.225689888000488,-0.8793411254882812,0.8793411254882812,4.415776252746582,0.413,0.8463333333333334
neg_000016,negation,A laptop is not a toy.,A laptop is a device.,remove_not,train,6,5,-1,1,0.5,9,NEG-1500-SIMP-GEN.txt,8,reverse,0.005249682494572177,0.0064729769777925805,1528.7548580442156,0.00314031030450544,4.225689888000488,5.1050310134887695,0.8793411254882812,0.8793411254882812,-4.415776252746582,0.413,0.8463333333333334
neg_000017,negation,An earphone is a device.,An earphone is not a toy.,insert_not,train,5,6,1,1,0.571429,9,NEG-1500-SIMP-GEN.txt,9,forward,0.005236140319279208,0.00627356637211984,1503.0106372833252,0.0029101001364843716,5.013519763946533,4.094460964202881,-0.9190587997436525,0.9190587997436525,4.663061618804932,0.277,0.861
neg_000018,negation,An earphone is not a toy.,An earphone is a device.,remove_not,train,6,5,-1,1,0.571429,9,NEG-1500-SIMP-GEN.txt,9,reverse,0.005236140319279208,0.00627356637211984,1503.0106372833252,0.0029101001364843716,4.094460964202881,5.013519763946533,0.9190587997436525,0.9190587997436525,-4.663061618804932,0.277,0.861
neg_000019,negation,A book is a creation.,A book is not a utensil.,insert_not,train,5,6,1,1,0.5,10,NEG-1500-SIMP-GEN.txt,10,forward,0.004998838901519729,0.006543853192389749,1378.3816100529261,0.0027540585824420995,4.738519668579102,3.91396164894104,-0.8245580196380615,0.8245580196380615,8.931781804189086,0.4543333333333333,0.8236666666666667
neg_000020,negation,A book is not a utensil.,A book is a creation.,remove_not,train,6,5,-1,1,0.5,10,NEG-1500-SIMP-GEN.txt,10,reverse,0.004998838901519729,0.006543853192389749,1378.3816100529261,0.0027540585824420995,3.91396164894104,4.738519668579102,0.8245580196380615,0.8245580196380615,-8.931781804189086,0.4543333333333333,0.8236666666666667
neg_000021,negation,A house is a building.,A house is not a plant.,insert_not,train,5,6,1,1,0.5,9,NEG-1500-SIMP-GEN.txt,11,forward,0.005557365076882446,0.007002441802832611,1484.5560732432775,0.004327955416270609,4.071171283721924,4.522387027740479,0.4512157440185547,0.4512157440185547,8.296202659606934,0.669,0.549
neg_000022,negation,A house is not a plant.,A house is a building.,remove_not,train,6,5,-1,1,0.5,9,NEG-1500-SIMP-GEN.txt,11,reverse,0.005557365076882446,0.007002441802832611,1484.5560732432775,0.004327955416270609,4.522387027740479,4.071171283721924,-0.4512157440185547,0.4512157440185547,-8.296202659606934,0.669,0.549
neg_000023,negation,A school is a building.,A school is not a toy.,insert_not,dev,5,6,1,1,0.5,10,NEG-1500-SIMP-GEN.txt,12,forward,0.005200360502515471,0.0069299177985629205,1449.3414639881678,0.0028525820800235826,4.500601291656494,4.262598514556885,-0.2380027770996093,0.2380027770996093,4.761039972305298,0.6343333333333333,0.31033333333333335
neg_000024,negation,A school is not a toy.,A school is a building.,remove_not,dev,6,5,-1,1,0.5,10,NEG-1500-SIMP-GEN.txt,12,reverse,0.005200360502515471,0.0069299177985629205,1449.3414639881678,0.0028525820800235826,4.262598514556885,4.500601291656494,0.2380027770996093,0.2380027770996093,-4.761039972305298,0.6343333333333333,0.31033333333333335
neg_000025,negation,A phone is a device.,A phone is not a rock.,insert_not,dev,5,6,1,1,0.5,8,NEG-1500-SIMP-GEN.txt,13,forward,0.005085045950753303,0.006435480812464174,1343.7917700631278,0.002661724601473079,4.989676475524902,4.802969455718994,-0.1867070198059082,0.1867070198059082,6.614602088928223,0.38366666666666666,0.24633333333333332
neg_000026,negation,A phone is not a rock.,A phone is a device.,remove_not,train,6,5,-1,1,0.5,8,NEG-1500-SIMP-GEN.txt,13,reverse,0.005085045950753303,0.006435480812464174,1343.7917700631278,0.002661724601473079,4.802969455718994,4.989676475524902,0.1867070198059082,0.1867070198059082,-6.614602088928223,0.38366666666666666,0.24633333333333332
neg_000027,negation,A fork is a utensil.,A fork is not a knife.,insert_not,test,5,6,1,1,0.5,9,NEG-1500-SIMP-GEN.txt,14,forward,0.004905605316162048,0.005960973567852608,1342.3482104437692,0.002882891893386782,4.388147830963135,4.4829206466674805,0.0947728157043457,0.0947728157043457,-1.97512087225914,0.10766666666666666,0.125
neg_000028,negation,A fork is not a knife.,A fork is a utensil.,remove_not,train,6,5,-1,1,0.5,9,NEG-1500-SIMP-GEN.txt,14,reverse,0.004905605316162048,0.005960973567852608,1342.3482104437692,0.002882891893386782,4.4829206466674805,4.388147830963135,-0.0947728157043457,0.0947728157043457,1.97512087225914,0.10766666666666666,0.125
neg_000029,negation,A knife is a tool.,A knife is not a fruit.,insert_not,test,5,6,1,1,0.5,9,NEG-1500-SIMP-GEN.txt,15,forward,0.0050717098372322625,0.006250264166987295,1486.1469457353865,0.0029853399310792767,4.302525997161865,4.834221839904785,0.5316958427429199,0.5316958427429199,9.80297040939331,0.2663333333333333,0.6356666666666667
neg_000030,negation,A knife is not a fruit.,A knife is a tool.,remove_not,train,6,5,-1,1,0.5,9,NEG-1500-SIMP-GEN.txt,15,reverse,0.0050717098372322625,0.006250264166987295,1486.1469457353865,0.0029853399310792767,4.834221839904785,4.302525997161865,-0.5316958427429199,0.5316958427429199,-9.80297040939331,0.2663333333333333,0.6356666666666667
neg_000031,negation,A boat is a vehicle.,A boat is not a mammal.,insert_not,train,5,6,1,1,0.5,10,NEG-1500-SIMP-GEN.txt,16,forward,0.004672748701912969,0.0062150158487948165,1561.3656557628087,0.0023085368531090395,4.866118431091309,4.983058452606201,0.1169400215148925,0.1169400215148925,8.917749404907227,0.25033333333333335,0.157
neg_000032,negation,A boat is not a mammal.,A boat is a vehicle.,remove_not,dev,6,5,-1,1,0.5,10,NEG-1500-SIMP-GEN.txt,16,reverse,0.004672748701912969,0.0062150158487948165,1561.3656557628087,0.0023085368531090395,4.983058452606201,4.866118431091309,-0.1169400215148925,0.1169400215148925,-8.917749404907227,0.25033333333333335,0.157
neg_000033,negation,A grape is a fruit.,A grape is not a vegetable.,insert_not,train,5,6,1,1,0.5,12,NEG-1500-SIMP-GEN.txt,17,forward,0.005118986538478249,0.006199948727550098,1557.5861014502389,0.0030353690896714964,4.6337103843688965,4.249600887298584,-0.3841094970703125,0.3841094970703125,4.40222954750061,0.23433333333333334,0.4716666666666667
neg_000034,negation,A grape is not a vegetable.,A grape is a fruit.,remove_not,dev,6,5,-1,1,0.5,12,NEG-1500-SIMP-GEN.txt,17,reverse,0.005118986538478249,0.006199948727550098,1557.5861014502389,0.0030353690896714964,4.249600887298584,4.6337103843688965,0.3841094970703125,0.3841094970703125,-4.40222954750061,0.23433333333333334,0.4716666666666667
neg_000035,negation,A pigeon is a bird.,A pigeon is not a plant.,insert_not,train,5,6,1,1,0.5,9,NEG-1500-SIMP-GEN.txt,18,forward,0.0050106831959315255,0.00611434424150584,1451.5141321727208,0.0025318716253552626,4.747541904449463,4.7225446701049805,-0.0249972343444824,0.0249972343444824,7.297364950180054,0.18766666666666668,0.029
neg_000036,negation,A pigeon is not a plant.,A pigeon is a bird.,remove_not,train,6,5,-1,1,0.5,9,NEG-1500-SIMP-GEN.txt,18,reverse,0.0050106831959315255,0.00611434424150584,1451.5141321727208,0.0025318716253552626,4.7225446701049805,4.747541904449463,0.0249972343444824,0.0249972343444824,-7.297364950180054,0.18766666666666668,0.029
neg_000037,negation,A spoon is a utensil.,A spoon is not a reptile.,insert_not,train,5,6,1,1,0.5,9,NEG-1500-SIMP-GEN.txt,19,forward,0.005405414104461617,0.00669106419150958,1588.8220533098493,0.003016533170427543,3.9095377922058105,4.559179782867432,0.6496419906616211,0.6496419906616211,6.18497741187457,0.5396666666666666,0.7303333333333333
neg_000038,negation,A spoon is not a reptile.,A spoon is a utensil.,remove_not,test,6,5,-1,1,0.5,9,NEG-1500-SIMP-GEN.txt,19,reverse,0.005405414104461617,0.00669106419150958,1588.8220533098493,0.003016533170427543,4.559179782867432,3.9095377922058105,-0.6496419906616211,0.6496419906616211,-6.18497741187457,0.5396666666666666,0.7303333333333333
neg_000039,negation,A person is a mammal.,A person is not a reptile.,insert_not,train,5,6,1,1,0.5,10,NEG-1500-SIMP-GEN.txt,20,forward,0.004617934567587672,0.005729359659212559,1906.3734813417707,0.0025069577353340772,5.113536834716797,3.8766427040100098,-1.236894130706787,1.236894130706787,2.528763920068741,0.03966666666666667,0.9503333333333334
neg_000040,negation,A person is not a reptile.,A person is a mammal.,remove_not,train,6,5,-1,1,0.5,10,NEG-1500-SIMP-GEN.txt,20,reverse,0.004617934567587672,0.005729359659212559,1906.3734813417707,0.0025069577353340772,3.8766427040100098,5.113536834716797,1.236894130706787,1.236894130706787,-2.528763920068741,0.03966666666666667,0.9503333333333334
neg_000041,negation,A fig is a tree.,A fig is not a mineral.,insert_not,train,5,6,1,1,0.5,10,NEG-1500-SIMP-GEN.txt,21,forward,0.005389012609209283,0.006582920068366049,1694.659632737296,0.0028675756284168305,5.107956886291504,5.354159832000732,0.2462029457092285,0.2462029457092285,7.86239767074585,0.4703333333333333,0.32366666666666666
neg_000042,negation,A fig is not a mineral.,A fig is a tree.,remove_not,train,6,5,-1,1,0.5,10,NEG-1500-SIMP-GEN.txt,21,reverse,0.005389012609209283,0.006582920068366049,1694.659632737296,0.0028675756284168305,5.354159832000732,5.107956886291504,-0.2462029457092285,0.2462029457092285,-7.86239767074585,0.4703333333333333,0.32366666666666666
neg_000043,negation,A rock is a mineral.,A rock is not a vegetable.,insert_not,dev,5,6,1,1,0.5,10,NEG-1500-SIMP-GEN.txt,22,forward,0.0056704384940010595,0.007219996104664791,1630.884285736084,0.0034185541527611512,4.597075939178467,4.3347930908203125,-0.2622828483581543,0.2622828483581543,4.80774998664856,0.717,0.341
neg_000044,negation,A rock is not a vegetable.,A rock is a mineral.,remove_not,test,6,5,-1,1,0.5,10,NEG-1500-SIMP-GEN.txt,22,reverse,0.0056704384940010595,0.007219996104664791,1630.884285736084,0.0034185541527611512,4.3347930908203125,4.597075939178467,0.2622828483581543,0.2622828483581543,-4.80774998664856,0.717,0.341
neg_000045,negation,A book is a publication.,A book is not a mammal.,insert_not,train,5,6,1,1,0.5,12,NEG-1500-SIMP-GEN.txt,23,forward,0.005455808980124291,0.007163353806258915,1540.1032047816686,0.0027540585824420995,4.424863338470459,4.812591075897217,0.3877277374267578,0.3877277374267578,8.089144229888916,0.7116666666666667,0.47833333333333333
neg_000046,negation,A book is not a mammal.,A book is a publication.,remove_not,train,6,5,-1,1,0.5,12,NEG-1500-SIMP-GEN.txt,23,reverse,0.005455808980124291,0.007163353806258915,1540.1032047816686,0.0027540585824420995,4.812591075897217,4.424863338470459,-0.3877277374267578,0.3877277374267578,-8.089144229888916,0.7116666666666667,0.47833333333333333
neg_000047,negation,A bee is an insect.,A bee is not a mammal.,insert_not,dev,5,6,1,1,0.428571,11,NEG-1500-SIMP-GEN.txt,24,forward,0.007009817872728569,0.008555943037220477,1465.5756813321796,9.170600346155792e-06,4.589525699615479,4.1301774978637695,-0.459348201751709,0.459348201751709,5.399129152297974,0.801,0.5596666666666666
neg_000048,negation,A bee is not a mammal.,A bee is an insect.,remove_not,train,6,5,-1,1,0.428571,11,NEG-1500-SIMP-GEN.txt,24,reverse,0.007009817872728569,0.008555943037220477,1465.5756813321796,9.170600346155792e-06,4.1301774978637695,4.589525699615479,0.459348201751709,0.459348201751709,-5.399129152297974,0.801,0.5596666666666666
neg_000049,negation,A cat is a mammal.,A cat is not a reptile.,insert_not,train,5,6,1,1,0.5,10,NEG-1500-SIMP-GEN.txt,25,forward,0.004814718450818688,0.0059835007498125915,1560.1773867743357,0.0033166719334465594,4.377671718597412,3.6151623725891113,-0.7625093460083008,0.7625093460083008,4.8860569298267365,0.11966666666666667,0.7943333333333333
neg_000050,negation,A cat is not a reptile.,A cat is a mammal.,remove_not,train,6,5,-1,1,0.5,10,NEG-1500-SIMP-GEN.txt,25,reverse,0.004814718450818688,0.0059835007498125915,1560.1773867743357,0.0033166719334465594,3.6151623725891113,4.377671718597412,0.7625093460083008,0.7625093460083008,-4.8860569298267365,0.11966666666666667,0.7943333333333333
neg_000051,negation,A snake is a reptile.,A snake is not a mammal.,insert_not,train,5,6,1,1,0.5,10,NEG-1500-SIMP-GEN.txt,26,forward,0.004891545431954472,0.0059456248369051026,1474.0784081867762,0.002977541514805331,3.695880651473999,4.129332065582275,0.4334514141082763,0.4334514141082763,3.381871610879898,0.09833333333333333,0.5276666666666666
neg_000052,negation,A snake is not a mammal.,A snake is a reptile.,remove_not,dev,6,5,-1,1,0.5,10,NEG-1500-SIMP-GEN.txt,26,reverse,0.004891545431954472,0.0059456248369051026,1474.0784081867762,0.002977541514805331,4.129332065582275,3.695880651473999,-0.4334514141082763,0.4334514141082763,-3.381871610879898,0.09833333333333333,0.5276666666666666
neg_000053,negation,A donkey is an animal.,A donkey is not a person.,insert_not,train,5,6,1,1,0.428571,10,NEG-1500-SIMP-GEN.txt,27,forward,0.007520641599382626,0.008844499985757034,1614.2655872344972,9.142217181976664e-06,5.005658149719238,4.307920932769775,-0.6977372169494629,0.6977372169494629,6.61203396320343,0.841,0.7543333333333333
neg_000054,negation,A donkey is not a person.,A donkey is an animal.,remove_not,test,6,5,-1,1,0.428571,10,NEG-1500-SIMP-GEN.txt,27,reverse,0.007520641599382626,0.008844499985757034,1614.2655872344972,9.142217181976664e-06,4.307920932769775,5.005658149719238,0.6977372169494629,0.6977372169494629,-6.61203396320343,0.841,0.7543333333333333
neg_000055,negation,A squirrel is an animal.,A squirrel is not a mineral.,insert_not,train,5,6,1,1,0.428571,8,NEG-1500-SIMP-GEN.txt,28,forward,0.007324734755924715,0.008962327364588647,1550.5856408800398,8.617696307954096e-06,5.117827892303467,5.358752727508545,0.2409248352050781,0.2409248352050781,11.872146606445312,0.8583333333333333,0.313
neg_000056,negation,A squirrel is not a mineral.,A squirrel is an animal.,remove_not,test,6,5,-1,1,0.428571,8,NEG-1500-SIMP-GEN.txt,28,reverse,0.007324734755924715,0.008962327364588647,1550.5856408800398,8.617696307954096e-06,5.358752727508545,5.117827892303467,-0.2409248352050781,0.2409248352050781,-11.872146606445312,0.8583333333333333,0.313
neg_000057,negation,A cobra is a reptile.,A cobra is not a mineral.,insert_not,train,5,6,1,1,0.5,11,NEG-1500-SIMP-GEN.txt,29,forward,0.005289498397282138,0.006330907689158654,1500.2674706322807,0.0028241877044949746,3.8505406379699703,4.376843452453613,0.5263028144836426,0.5263028144836426,5.503292948007584,0.309,0.6316666666666667
neg_000058,negation,A cobra is not a mineral.,A cobra is a reptile.,remove_not,train,6,5,-1,1,0.5,11,NEG-1500-SIMP-GEN.txt,29,reverse,0.005289498397282138,0.006330907689158654,1500.2674706322807,0.0028241877044949746,4.376843452453613,3.8505406379699703,-0.5263028144836426,0.5263028144836426,-5.503292948007584,0.309,0.6316666666666667
neg_000059,negation,A turtle is a reptile.,A turtle is not a bird.,insert_not,test,5,6,1,1,0.5,9,NEG-1500-SIMP-GEN.txt,30,forward,0.00505427803312024,0.006089141937335571,1429.9689170564925,0.002809874926294554,3.9397900104522714,3.968958139419556,0.0291681289672851,0.0291681289672851,1.480582371354103,0.17966666666666667,0.035666666666666666
neg_000060,negation,A turtle is not a bird.,A turtle is a reptile.,remove_not,train,6,5,-1,1,0.5,9,NEG-1500-SIMP-GEN.txt,30,reverse,0.00505427803312024,0.006089141937335571,1429.9689170564925,0.002809874926294554,3.968958139419556,3.9397900104522714,-0.0291681289672851,0.0291681289672851,-1.480582371354103,0.17966666666666667,0.035666666666666666
neg_000061,negation,A bird is an animal.,A bird is not a mineral.,insert_not,train,5,6,1,1,0.428571,8,NEG-1500-SIMP-GEN.txt,31,forward,0.007057271684919034,0.009053958736874741,1431.0086744308471,9.256885165259621e-06,4.38162899017334,4.669222354888916,0.2875933647155761,0.2875933647155761,10.1143536567688,0.8756666666666667,0.36766666666666664
neg_000062,negation,A bird is not a mineral.,A bird is an animal.,remove_not,train,6,5,-1,1,0.428571,8,NEG-1500-SIMP-GEN.txt,31,reverse,0.007057271684919034,0.009053958736874741,1431.0086744308471,9.256885165259621e-06,4.669222354888916,4.38162899017334,-0.2875933647155761,0.2875933647155761,-10.1143536567688,0.8756666666666667,0.36766666666666664
neg_000063,negation,A car is a vehicle.,A car is not a bush.,insert_not,train,5,6,1,1,0.5,10,NEG-1500-SIMP-GEN.txt,32,forward,0.0050349780491419655,0.006688716830970034,1292.697052710397,0.002679629836763617,3.972630739212036,4.947801113128662,0.975170373916626,0.975170373916626,11.683398008346558,0.5383333333333333,0.8823333333333333
neg_000064,negation,A car is not a bush.,A car is a vehicle.,remove_not,train,6,5,-1,1,0.5,10,NEG-1500-SIMP-GEN.txt,32,reverse,0.0050349780491419655,0.006688716830970034,1292.697052710397,0.002679629836763617,4.947801113128662,3.972630739212036,-0.975170373916626,0.975170373916626,-11.683398008346558,0.5383333333333333,0.8823333333333333
neg_000065,negation,A rose is a flower.,A rose is not a weed.,insert_not,train,5,6,1,1,0.5,8,NEG-1500-SIMP-GEN.txt,33,forward,0.005947535378592303,0.006649393266016639,1408.673391342163,0.0034709611109324454,4.175439357757568,4.269665241241455,0.0942258834838867,0.0942258834838867,6.122601747512817,0.5223333333333333,0.12366666666666666
neg_000066,negation,A rose is not a weed.,A rose is a flower.,remove_not,test,6,5,-1,1,0.5,8,NEG-1500-SIMP-GEN.txt,33,reverse,0.005947535378592303,0.006649393266016639,1408.673391342163,0.0034709611109324454,4.269665241241455,4.175439357757568,-0.0942258834838867,0.0942258834838867,-6.122601747512817,0.5223333333333333,0.12366666666666666
neg_000067,negation,A lily is a flower.,A lily is not a tree.,insert_not,train,5,6,1,1,0.5,8,NEG-1500-SIMP-GEN.txt,34,forward,0.004749391760144871,0.005647712667101434,1426.2309588296073,0.002392054455620857,3.93406081199646,3.835426568984986,-0.0986342430114746,0.0986342430114746,4.465083599090576,0.017,0.13433333333333333
neg_000068,negation,A lily is not a tree.,A lily is a flower.,remove_not,test,6,5,-1,1,0.5,8,NEG-1500-SIMP-GEN.txt,34,reverse,0.004749391760144871,0.005647712667101434,1426.2309588296073,0.002392054455620857,3.835426568984986,3.93406081199646,0.0986342430114746,0.0986342430114746,-4.465083599090576,0.017,0.13433333333333333
neg_000069,negation,A daisy is a flower.,A daisy is not a tree.,insert_not,train,5,6,1,1,0.5,8,NEG-1500-SIMP-GEN.txt,35,forward,0.005164962155478291,0.005998267182465446,1469.5984397615705,0.00284791971955976,4.510839939117432,3.970365047454834,-0.5404748916625977,0.5404748916625977,1.948347330093384,0.129,0.6476666666666666
neg_000070,negation,A daisy is not a tree.,A daisy is a flower.,remove_not,train,6,5,-1,1,0.5,8,NEG-1500-SIMP-GEN.txt,35,reverse,0.005164962155478291,0.005998267182465446,1469.5984397615705,0.00284791971955976,3.970365047454834,4.510839939117432,0.5404748916625977,0.5404748916625977,-1.948347330093384,0.129,0.6476666666666666
neg_000071,negation,A tulip is a flower.,A tulip is not a tree.,insert_not,train,5,6,1,1,0.5,8,NEG-1500-SIMP-GEN.txt,36,forward,0.0051955069814409085,0.00608298093434742,1512.7994914463588,0.0029865622520446255,4.220667362213135,3.97277569770813,-0.2478916645050048,0.2478916645050048,4.550119400024414,0.17566666666666667,0.3263333333333333
neg_000072,negation,A tulip is not a tree.,A tulip is a flower.,remove_not,train,6,5,-1,1,0.5,8,NEG-1500-SIMP-GEN.txt,36,reverse,0.0051955069814409085,0.00608298093434742,1512.7994914463588,0.0029865622520446255,3.97277569770813,4.220667362213135,0.2478916645050048,0.2478916645050048,-4.550119400024414,0.17566666666666667,0.3263333333333333
neg_000073,negation,A snake is an animal.,A snake is not a toy.,insert_not,train,5,6,1,1,0.428571,8,NEG-1500-SIMP-GEN.txt,37,forward,0.007773990290505494,0.00936442419075419,1701.264559664045,1.0037989843457824e-05,4.7440571784973145,4.290238380432129,-0.4538187980651855,0.4538187980651855,6.933694124221802,0.9383333333333334,0.5516666666666666
neg_000074,negation,A snake is not a toy.,A snake is an animal.,remove_not,train,6,5,-1,1,0.428571,8,NEG-1500-SIMP-GEN.txt,37,reverse,0.007773990290505494,0.00936442419075419,1701.264559664045,1.0037989843457824e-05,4.290238380432129,4.7440571784973145,0.4538187980651855,0.4538187980651855,-6.933694124221802,0.9383333333333334,0.5516666666666666
neg_000075,negation,A crocodile is an animal.,A crocodile is not a mammal.,insert_not,train,5,6,1,1,0.428571,7,NEG-1500-SIMP-GEN.txt,38,forward,0.007079385008130706,0.008201599603019609,1625.091212463379,1.0611329759869334e-05,4.503772258758545,3.606544494628906,-0.8972277641296387,0.8972277641296387,4.895724534988403,0.7716666666666666,0.849
neg_000076,negation,A crocodile is not a mammal.,A crocodile is an animal.,remove_not,train,6,5,-1,1,0.428571,7,NEG-1500-SIMP-GEN.txt,38,reverse,0.007079385008130706,0.008201599603019609,1625.091212463379,1.0611329759869334e-05,3.606544494628906,4.503772258758545,0.8972277641296387,0.8972277641296387,-4.895724534988403,0.7716666666666666,0.849
neg_000077,negation,A mice is a rodent.,A mice is not a toy.,insert_not,train,5,6,1,1,0.5,9,NEG-1500-SIMP-GEN.txt,39,forward,0.005072237764085986,0.006234352316175668,1312.9210675920758,0.002149225558553371,6.006361961364746,5.622051239013672,-0.3843107223510742,0.3843107223510742,5.084247589111328,0.261,0.473
neg_000078,negation,A mice is not a toy.,A mice is a rodent.,remove_not,train,6,5,-1,1,0.5,9,NEG-1500-SIMP-GEN.txt,39,reverse,0.005072237764085986,0.006234352316175668,1312.9210675920758,0.002149225558553371,5.622051239013672,6.006361961364746,0.3843107223510742,0.3843107223510742,-5.084247589111328,0.261,0.473
neg_000079,negation,A horse is an animal.,A horse is not a person.,insert_not,test,5,6,1,1,0.428571,10,NEG-1500-SIMP-GEN.txt,40,forward,0.007211809498923121,0.008845864638404333,1601.281580053057,9.008248647052994e-06,4.1405839920043945,3.8916804790496826,-0.2489035129547119,0.2489035129547119,6.64591646194458,0.8423333333333334,0.32766666666666666
